"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2011","2,404.08","2,352.47","2,415.85","2,254.88","4.52B","2.78%"
"05/01/2011","2,372.54","2,410.24","2,417.83","2,298.72","4.91B","-1.31%"
"06/01/2011","2,325.07","2,368.29","2,373.82","2,180.94","5.19B","-2.00%"
"07/01/2011","2,362.81","2,326.16","2,438.44","2,318.20","4.26B","1.62%"
"08/01/2011","2,241.01","2,391.42","2,396.50","2,034.92","6.93B","-5.15%"
"09/01/2011","2,139.18","2,245.01","2,337.70","2,112.84","5.59B","-4.54%"
"10/01/2011","2,360.08","2,128.02","2,412.52","2,042.90","5.03B","10.33%"
"11/01/2011","2,295.20","2,301.11","2,402.51","2,150.71","4.50B","-2.75%"
"12/01/2011","2,277.83","2,294.27","2,343.10","2,209.57","3.73B","-0.76%"
"01/01/2012","2,467.95","2,323.16","2,481.51","2,307.56","4.05B","8.35%"
"02/01/2012","2,623.10","2,481.62","2,645.20","2,474.29","3.86B","6.29%"
"03/01/2012","2,755.27","2,634.20","2,794.00","2,575.13","4.00B","5.04%"
"04/01/2012","2,723.68","2,752.25","2,795.35","2,628.96","3.82B","-1.15%"
"05/01/2012","2,524.87","2,719.25","2,756.81","2,474.70","4.51B","-7.30%"
"06/01/2012","2,615.72","2,510.82","2,633.21","2,443.92","4.03B","3.60%"
"07/01/2012","2,642.53","2,616.52","2,663.12","2,522.89","3.73B","1.02%"
"08/01/2012","2,772.24","2,660.49","2,802.91","2,606.54","3.63B","4.91%"
"09/01/2012","2,799.19","2,766.93","2,878.38","2,744.29","3.49B","0.97%"
"10/01/2012","2,647.92","2,811.45","2,845.97","2,636.83","3.64B","-5.40%"
"11/01/2012","2,677.88","2,661.05","2,701.91","2,494.38","3.83B","1.13%"
"12/01/2012","2,660.93","2,697.44","2,713.39","2,598.57","3.51B","-0.63%"
"01/01/2013","2,731.53","2,727.67","2,769.31","2,703.75","3.58B","2.65%"
"02/01/2013","2,738.58","2,751.19","2,783.19","2,689.83","3.43B","0.26%"
"03/01/2013","2,818.69","2,725.38","2,820.67","2,713.49","3.20B","2.93%"
"04/01/2013","2,887.44","2,819.78","2,887.87","2,730.97","3.91B","2.44%"
"05/01/2013","2,981.76","2,885.35","3,053.51","2,868.76","3.66B","3.27%"
"06/01/2013","2,909.60","2,984.59","3,007.30","2,825.18","3.86B","-2.42%"
"07/01/2013","3,090.19","2,933.48","3,110.01","2,913.48","3.64B","6.21%"
"08/01/2013","3,073.81","3,113.22","3,149.24","3,053.26","3.03B","-0.53%"
"09/01/2013","3,218.20","3,097.65","3,248.52","3,077.13","3.23B","4.70%"
"10/01/2013","3,377.73","3,220.92","3,408.28","3,117.69","3.89B","4.96%"
"11/01/2013","3,487.82","3,392.32","3,495.97","3,318.39","3.14B","3.26%"
"12/01/2013","3,592.00","3,496.19","3,592.00","3,422.86","3.35B","2.99%"
"01/01/2014","3,521.92","3,575.60","3,634.65","3,461.64","4.05B","-1.95%"
"02/01/2014","3,696.10","3,524.23","3,722.38","3,418.88","3.50B","4.95%"
"03/01/2014","3,595.74","3,657.32","3,738.32","3,543.07","3.79B","-2.72%"
"04/01/2014","3,582.02","3,615.91","3,676.36","3,414.11","4.10B","-0.38%"
"05/01/2014","3,736.82","3,589.66","3,741.57","3,506.35","3.33B","4.32%"
"06/01/2014","3,849.48","3,740.71","3,860.65","3,707.89","3.33B","3.01%"
"07/01/2014","3,892.50","3,864.14","3,997.50","3,837.16","3.46B","1.12%"
"08/01/2014","4,082.56","3,886.10","4,082.97","3,845.20","2.88B","4.88%"
"09/01/2014","4,049.45","4,093.12","4,118.91","4,007.63","3.77B","-0.81%"
"10/01/2014","4,158.21","4,043.33","4,170.87","3,700.22","4.76B","2.69%"
"11/01/2014","4,337.78","4,160.60","4,347.09","4,126.72","2.86B","4.32%"
"12/01/2014","4,236.28","4,323.95","4,332.55","4,089.09","3.63B","-2.34%"
"01/01/2015","4,148.43","4,258.60","4,292.88","4,078.85","3.87B","-2.07%"
"02/01/2015","4,440.67","4,162.19","4,464.31","4,094.73","3.10B","7.04%"
"03/01/2015","4,333.69","4,452.80","4,483.97","4,280.95","3.86B","-2.41%"
"04/01/2015","4,414.25","4,328.17","4,562.33","4,283.91","3.45B","1.86%"
"05/01/2015","4,508.25","4,437.70","4,551.52","4,349.93","3.15B","2.13%"
"06/01/2015","4,396.76","4,530.03","4,561.64","4,377.23","3.54B","-2.47%"
"07/01/2015","4,588.91","4,433.79","4,694.13","4,344.15","3.63B","4.37%"
"08/01/2015","4,274.58","4,595.26","4,634.70","3,787.23","4.42B","-6.85%"
"09/01/2015","4,181.06","4,177.94","4,450.66","4,053.11","4.25B","-2.19%"
"10/01/2015","4,648.83","4,185.28","4,681.23","4,124.55","3.90B","11.19%"
"11/01/2015","4,664.51","4,658.79","4,737.11","4,486.09","3.09B","0.34%"
"12/01/2015","4,593.27","4,685.74","4,739.75","4,478.25","3.60B","-1.53%"
"01/01/2016","4,279.17","4,485.06","4,522.12","3,992.91","4.30B","-6.84%"
"02/01/2016","4,201.12","4,254.41","4,301.63","3,888.78","4.15B","-1.82%"
"03/01/2016","4,483.65","4,238.08","4,518.18","4,225.93","3.59B","6.73%"
"04/01/2016","4,341.30","4,461.77","4,574.38","4,307.10","3.41B","-3.17%"
"05/01/2016","4,523.89","4,350.83","4,526.84","4,282.00","3.38B","4.21%"
"06/01/2016","4,417.70","4,507.18","4,536.55","4,179.73","3.80B","-2.35%"
"07/01/2016","4,730.23","4,411.77","4,743.26","4,375.72","3.04B","7.07%"
"08/01/2016","4,771.06","4,734.44","4,837.67","4,689.55","2.93B","0.86%"
"09/01/2016","4,875.70","4,774.81","4,895.50","4,656.51","3.42B","2.19%"
"10/01/2016","4,801.27","4,864.63","4,911.76","4,760.07","2.98B","-1.53%"
"11/01/2016","4,810.81","4,810.30","4,896.57","4,647.59","3.60B","0.20%"
"12/01/2016","4,863.62","4,806.77","4,992.08","4,721.41","3.13B","1.10%"
"01/01/2017","5,116.77","4,900.85","5,172.43","4,884.52","2.94B","5.20%"
"02/01/2017","5,330.31","5,157.83","5,358.53","5,128.76","2.87B","4.17%"
"03/01/2017","5,436.23","5,368.65","5,451.50","5,316.02","3.44B","1.99%"
"04/01/2017","5,583.53","5,440.20","5,600.00","5,353.59","2.69B","2.71%"
"05/01/2017","5,788.80","5,602.44","5,813.26","5,568.47","3.44B","3.68%"
"06/01/2017","5,646.92","5,804.16","5,897.69","5,599.44","4.26B","-2.45%"
"07/01/2017","5,880.33","5,680.36","5,995.77","5,579.64","2.96B","4.13%"
"08/01/2017","5,988.60","5,900.64","5,995.44","5,750.50","3.27B","1.84%"
"09/01/2017","5,979.30","6,001.82","6,012.95","5,839.89","3.11B","-0.16%"
"10/01/2017","6,248.56","5,988.96","6,258.42","5,955.83","3.21B","4.50%"
"11/01/2017","6,365.56","6,274.26","6,426.04","6,194.58","3.32B","1.87%"
"12/01/2017","6,396.42","6,325.61","6,522.70","6,234.22","3.30B","0.48%"
"01/01/2018","6,949.99","6,431.59","7,022.97","6,417.75","3.55B","8.65%"
"02/01/2018","6,854.42","6,910.57","7,003.14","6,164.43","4.03B","-1.38%"
"03/01/2018","6,581.13","6,862.94","7,186.09","6,410.04","4.34B","-3.99%"
"04/01/2018","6,605.57","6,528.23","6,856.96","6,322.60","3.70B","0.37%"
"05/01/2018","6,967.73","6,592.93","7,016.42","6,539.86","3.58B","5.48%"
"06/01/2018","7,040.80","7,010.08","7,309.99","6,950.23","3.93B","1.05%"
"07/01/2018","7,231.98","6,979.54","7,511.39","6,969.16","3.27B","2.72%"
"08/01/2018","7,654.55","7,269.20","7,691.10","7,221.35","3.34B","5.84%"
"09/01/2018","7,627.65","7,629.34","7,657.80","7,400.99","3.48B","-0.35%"
"10/01/2018","6,967.10","7,673.00","7,700.56","6,574.74","4.87B","-8.66%"
"11/01/2018","6,949.01","6,980.79","7,205.96","6,442.36","4.36B","-0.26%"
"12/01/2018","6,329.97","7,106.84","7,106.99","5,895.12","4.69B","-8.91%"
"01/01/2019","6,906.84","6,198.68","6,936.34","6,139.40","4.64B","9.11%"
"02/01/2019","7,097.52","6,872.73","7,161.73","6,836.70","3.48B","2.76%"
"03/01/2019","7,378.77","7,152.08","7,505.41","6,940.72","4.21B","3.96%"
"04/01/2019","7,781.46","7,450.81","7,851.98","7,422.44","3.43B","5.46%"
"05/01/2019","7,127.96","7,828.14","7,851.03","7,125.97","4.24B","-8.40%"
"06/01/2019","7,671.07","7,110.34","7,772.53","6,936.68","3.82B","7.62%"
"07/01/2019","7,848.78","7,816.56","8,027.18","7,735.67","3.46B","2.32%"
"08/01/2019","7,691.00","7,866.60","8,000.94","7,356.27","3.91B","-2.01%"
"09/01/2019","7,749.45","7,634.03","7,975.33","7,584.82","3.36B","0.76%"
"10/01/2019","8,083.83","7,782.82","8,119.73","7,463.57","3.32B","4.31%"
"11/01/2019","8,403.68","8,121.95","8,445.60","8,111.73","3.04B","3.96%"
"12/01/2019","8,733.07","8,409.87","8,811.10","8,167.35","3.18B","3.92%"
"01/01/2020","8,991.51","8,802.22","9,272.37","8,713.89","3.44B","2.96%"
"02/01/2020","8,461.83","9,033.52","9,736.57","8,133.85","3.97B","-5.89%"
"03/01/2020","7,813.50","8,569.91","9,000.46","6,771.91","7.88B","-7.66%"
"04/01/2020","9,000.51","7,582.78","9,025.82","7,423.97","4.97B","15.19%"
"05/01/2020","9,555.52","8,791.88","9,573.55","8,665.40","4.08B","6.17%"
"06/01/2020","10,156.85","9,526.43","10,306.90","9,489.58","5.12B","6.29%"
"07/01/2020","10,905.88","10,160.41","11,069.26","10,142.75","4.12B","7.37%"
"08/01/2020","12,110.70","11,018.02","12,167.46","10,855.06","3.71B","11.05%"
"09/01/2020","11,418.06","12,203.36","12,439.48","10,677.85","5.60B","-5.72%"
"10/01/2020","11,052.95","11,554.96","12,204.75","10,960.02","4.13B","-3.20%"
"11/01/2020","12,268.32","11,152.48","12,306.71","10,957.11","4.16B","11.00%"
"12/01/2020","12,888.28","12,387.62","12,925.53","12,226.13","4.33B","5.05%"
"01/01/2021","12,925.38","12,950.22","13,563.70","12,537.42","4.21B","0.29%"
"02/01/2021","12,909.44","13,067.65","13,879.77","12,758.12","3.70B","-0.12%"
"03/01/2021","13,091.44","13,106.02","13,301.62","12,208.39","5.48B","1.41%"
"04/01/2021","13,860.76","13,268.88","14,073.48","13,255.82","3.66B","5.88%"
"05/01/2021","13,686.51","13,923.04","13,955.00","12,967.18","3.76B","-1.26%"
"06/01/2021","14,554.80","13,764.27","14,582.30","13,469.85","3.75B","6.34%"
"07/01/2021","14,959.90","14,530.63","15,142.35","14,455.07","3.61B","2.78%"
"08/01/2021","15,582.51","15,046.10","15,620.62","14,773.19","3.52B","4.16%"
"09/01/2021","14,689.62","15,637.13","15,701.40","14,684.55","3.82B","-5.73%"
"10/01/2021","15,850.47","14,731.38","15,856.90","14,384.93","3.65B","7.90%"
"11/01/2021","16,135.92","15,879.61","16,764.85","15,785.31","4.30B","1.80%"
"12/01/2021","16,320.08","16,347.96","16,607.19","15,508.74","4.94B","1.14%"
"01/01/2022","14,930.05","16,395.51","16,513.87","13,724.85","5.33B","-8.52%"
"02/01/2022","14,237.81","14,966.60","15,196.40","13,065.44","4.87B","-4.64%"
"03/01/2022","14,838.49","14,197.66","15,265.42","13,020.40","6.03B","4.22%"
"04/01/2022","12,854.80","14,886.91","15,161.89","12,835.48","4.50B","-13.37%"
"05/01/2022","12,642.10","12,864.83","13,556.67","11,492.29","5.78B","-1.65%"
"06/01/2022","11,503.72","12,750.31","12,897.63","11,037.21","5.73B","-9.00%"
"07/01/2022","12,947.98","11,472.63","12,986.64","11,366.07","4.68B","12.55%"
"08/01/2022","12,272.03","12,877.04","13,720.91","12,240.82","5.09B","-5.22%"
"09/01/2022","10,971.22","12,158.88","12,752.83","10,966.95","6.00B","-10.60%"
"10/01/2022","11,405.57","11,059.17","11,681.85","10,440.64","5.99B","3.96%"
"11/01/2022","12,030.06","11,571.52","12,031.34","10,632.39","5.82B","5.48%"
"12/01/2022","10,939.76","12,030.24","12,166.41","10,671.19","5.92B","-9.06%"
"01/01/2023","12,101.93","11,038.42","12,248.15","10,696.42","5.57B","10.62%"
"02/01/2023","12,042.12","12,087.92","12,880.98","11,900.84","5.54B","-0.49%"
"03/01/2023","13,181.35","12,026.72","13,188.83","11,695.41","6.84B","9.46%"
"04/01/2023","13,245.99","13,084.10","13,247.39","12,724.24","4.50B","0.49%"
"05/01/2023","14,254.09","13,229.11","14,520.17","12,938.45","5.97B","7.61%"
"06/01/2023","15,179.21","14,269.09","15,284.65","14,219.94","6.48B","6.49%"
"07/01/2023","15,757.00","15,190.54","15,932.05","14,924.64","5.61B","3.81%"
"08/01/2023","15,501.07","15,696.98","15,748.43","14,557.83","5.47B","-1.62%"
"09/01/2023","14,715.24","15,600.95","15,618.85","14,432.60","5.20B","-5.07%"
"10/01/2023","14,409.78","14,717.90","15,333.98","14,058.33","5.34B","-2.08%"
"11/01/2023","15,947.87","14,453.68","16,166.51","14,441.90","5.31B","10.67%"
"12/01/2023","16,825.93","15,892.59","16,969.17","15,695.58","5.49B","5.51%"
"01/01/2024","17,137.24","16,667.30","17,665.26","16,249.19","5.28B","1.85%"
"02/01/2024","18,043.85","17,216.99","18,091.62","17,175.83","5.26B","5.29%"
"03/01/2024","18,254.69","18,069.29","18,464.70","17,764.99","5.78B","1.17%"
"04/01/2024","17,440.69","18,280.82","18,391.58","16,973.94","5.68B","-4.46%"
"05/01/2024","18,536.65","17,382.78","18,907.54","17,284.37","5.57B","6.28%"
"06/01/2024","19,682.87","18,666.72","20,017.72","18,392.57","6.70B","6.18%"
"07/01/2024","19,362.43","19,720.11","20,690.97","18,667.22","6.79B","-1.63%"
